processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
SLOBC179-07	2007-BCSL-083	702603	NA	pink#2	Centre for Biodiversity Genomics	NA	BOLD:AAA1252	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	Elizabeth G. Boulding	NA	(Krøyer, 1837)	NA	NA	NA	NA	Alexandra Morton	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oncorhynchus gorbuscha	NA	50.8	-126.6	NA	NA	NA	NA	NA	NA	Canada	British Columbia	Vancouver Island	Broughton Archipelago	Fife	238356|238260	http://www.boldsystems.org/pics/SLOBC/IMG_2849+1197314760.JPG|http://www.boldsystems.org/pics/SLOBC/IMG_2848+1197314758.JPG	Ventral|Dorsal	|	CBG Photography Group|CBG Photography Group	2010|2010	CreativeCommons - Attribution|CreativeCommons - Attribution	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	CBG Photography Group|CBG Photography Group
SLOBC185-07	2007-BCSL-089	702609	NA	pink#2	Centre for Biodiversity Genomics	NA	BOLD:AAA1252	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	Elizabeth G. Boulding	NA	(Krøyer, 1837)	NA	NA	NA	NA	Alexandra Morton	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oncorhynchus gorbuscha	NA	50.8	-126.6	NA	NA	NA	NA	NA	NA	Canada	British Columbia	Vancouver Island	Broughton Archipelago	Fife	238362|238266	http://www.boldsystems.org/pics/SLOBC/IMG_2863_+1197323304.JPG|http://www.boldsystems.org/pics/SLOBC/IMG_2862_+1197323284.JPG	Ventral|Dorsal	|	CBG Photography Group|CBG Photography Group	2010|2010	CreativeCommons - Attribution|CreativeCommons - Attribution	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	CBG Photography Group|CBG Photography Group
BHAK8076-23	BHAK-13050	19256707	BHAK-13050	BHAK-13050	Hakai Institute	NA	NA	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	NA	NA	NA	NA	NA	NA	NA	morphology	NA	NA	E-Vouchered:DNA/Tissue+Photo	NA	NA	Hakai Institute	NA	NA	NA	NA	NA	pelagic light trap	NA	NA	NA	sheltered bay, dock	NA	NA	NA	NA	51.655	-128.13	NA	NA	NA	1	NA	NA	Canada	British Columbia	Central Coast	Calvert Island	Hakai Dock	10725875	http://www.boldsystems.org/pics/BHAK/BHAK-13050-01+1698344926.jpg	Dorsal	NA	Matt Lemay	2023	CreativeCommons Attribution Non-Commercial No Derivatives	Hakai Institute	NA
BNSC356-11	MT03548	2366706	MT03548	MT03548	Deutsches Zentrum fuer Marine Biodiversitaetsforschung	NA	BOLD:AAE8403	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	24345	Caligus elongatus	NA	NA	Rebekka Schueller	Morphology	von Nordmann, 1832	NA	Vouchered:Registered Collection	NA	NA	Rebekka Schueller	NA	NA	NA	NA	NA	NA	adult	F	S	NA	NA	NA	NA	in alcohol (ethanol, 96%)	54.186	7.9	NA	NA	NA	2	NA	NA	North Sea	NA	German Bight	Helgoland	Duene	1476880	http://www.boldsystems.org/pics/BNSC/MT03548+1319104332.jpg	Dorsal	adult	Inga Mohrbeck	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	DZMB	Inga Mohrbeck
BNSCP110-14	MT08923	5345350	MT08923	MT08923	Deutsches Zentrum fuer Marine Biodiversitaetsforschung	NA	BOLD:AAE8403	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	24345	Caligus elongatus	NA	NA	Michael J. Raupach	Morphology	von Nordmann, 1832	NA	Vouchered:Registered Collection	NA	NA	Thomas Knebelsberger	NA	NA	NA	NA	NA	NA	adult	U	S	NA	NA	NA	NA	in alcohol (ethanol, 96%)	56.628	5.301	NA	NA	NA	59	NA	NA	North Sea	NA	NA	NA	NA	2502232	http://www.boldsystems.org/pics/BNSCP/MT08923+1407425752.jpg	Whole Specimen	NA	Michael Raupach	2014	CreativeCommons - Attribution Non-Commercial Share-Alike	Deutsche Zentrum fuer Marine Biodiversitaetsforschung	NA
GBA10383-13	HQ667346	3588796	HQ667346	HQ667346	Mined from GenBank, NCBI	NA	NA	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	105008	Caligus neunonnae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBA10384-13	HQ667345	3588797	HQ667345	HQ667345	Mined from GenBank, NCBI	NA	NA	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBA10385-13	HQ667344	3588798	HQ667344	HQ667344	Mined from GenBank, NCBI	NA	NA	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBA10387-13	HQ667342	3588800	HQ667342	HQ667342	Mined from GenBank, NCBI	NA	BOLD:ACH4965	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	667368	Caligus longirostris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBA10388-13	HQ667341	3588801	HQ667341	HQ667341	Mined from GenBank, NCBI	NA	BOLD:ACH4965	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	667368	Caligus longirostris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBA1621-05	AY861370	148429	AY861370	NA	Mined from GenBank, NCBI	NA	BOLD:AAW8410	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	24346	Caligus centrodonti	NA	NA	NA	NA	Baird, 1850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBA9968-13	HM800836	3577648	HM800836	HM800836	Mined from GenBank, NCBI	NA	BOLD:ACH2321	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	667254	Lepeophtheirus parviventris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCRO1226-19	KR049054	10095398	LEGO-SIP009	NA	Mined from GenBank, NCBI	NA	BOLD:ADW7258	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	935219	Lepeophtheirus goniistii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCRO2406-19	HM582235	10096578	NA	NA	Mined from GenBank, NCBI	NA	BOLD:ACH2233	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	79757	Lepeophtheirus hospitalis	NA	NA	NA	NA	Fraser, 1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCRO2413-19	EU288217	10096585	NA	NA	Mined from GenBank, NCBI	NA	NA	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCRO2417-19	EU288219	10096589	NA	NA	Mined from GenBank, NCBI	NA	NA	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCRO4657-19	KU317584	10098829	NA	NA	Mined from GenBank, NCBI	NA	BOLD:ADX7643	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	935228	Lepeophtheirus mugiloidis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-35.7336	-71.5478	Coordinates from country centroid	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCRO4660-19	KU317587	10098832	NA	NA	Mined from GenBank, NCBI	NA	BOLD:ADX7643	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	935228	Lepeophtheirus mugiloidis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-35.7336	-71.5478	Coordinates from country centroid	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCRO4665-19	KU317551	10098837	NA	NA	Mined from GenBank, NCBI	NA	BOLD:ADX6178	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	935229	Lepeophtheirus frecuens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-35.7336	-71.5478	Coordinates from country centroid	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCRO4681-19	KU317567	10098853	NA	NA	Mined from GenBank, NCBI	NA	BOLD:ADX6178	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	935229	Lepeophtheirus frecuens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-35.7336	-71.5478	Coordinates from country centroid	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCRO4694-19	KU317577	10098866	NA	NA	Mined from GenBank, NCBI	NA	BOLD:ADX8496	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	935231	Lepeophtheirus chilensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-35.7336	-71.5478	Coordinates from country centroid	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCX0317-06	AY602624	487042	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA1251	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPS coordinates are merely approximations	61.5	3.8	NA	NA	NA	NA	NA	NA	Norway	Sogn og Fjordane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCX0325-06	AY602632	487050	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA1251	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPS coordinates are merely approximations	61.5	3.8	NA	NA	NA	NA	NA	NA	Norway	Sogn og Fjordane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCX0330-06	AY602637	487055	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA1251	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPS coordinates are merely approximations	61.5	3.8	NA	NA	NA	NA	NA	NA	Norway	Sogn og Fjordane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCX0343-06	AY602650	487068	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA1251	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPS coordinates are merely approximations	58.3	9	NA	NA	NA	NA	NA	NA	Norway	Aust-Agder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCX0352-06	AY602659	487077	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA1251	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPS coordinates are merely approximations	58.3	9	NA	NA	NA	NA	NA	NA	Norway	Aust-Agder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCX0356-06	AY602663	487081	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA1251	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPS coordinates are merely approximations	58.3	9	NA	NA	NA	NA	NA	NA	Norway	Aust-Agder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCX0366-06	AY602673	487091	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA1251	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPS coordinates are merely approximations	58.3	9	NA	NA	NA	NA	NA	NA	Norway	Aust-Agder	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCX0372-06	AY602679	487097	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA1251	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPS coordinates are merely approximations	57.2	-6.7	NA	NA	NA	NA	NA	NA	United Kingdom	Scotland	Isle of Skye	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCX0375-06	AY602682	487100	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA1251	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPS coordinates are merely approximations	57.2	-6.7	NA	NA	NA	NA	NA	NA	United Kingdom	Scotland	Isle of Skye	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCX0385-06	AY602692	487110	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA1251	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPS coordinates are merely approximations	57.2	-6.7	NA	NA	NA	NA	NA	NA	United Kingdom	Scotland	Isle of Skye	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCX0400-06	AY602707	487125	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA1251	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPS coordinates are merely approximations	69	52	NA	NA	NA	NA	NA	NA	Russia	Komi Republic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNC72909-20	KY990996	12470015	NA	KY990996	Mined from GenBank, NCBI	NA	BOLD:AAW8415	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	1004806	Caligus sp. H52_G1_Tmca19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNC72911-20	KY990994	12470017	NA	KY990994	Mined from GenBank, NCBI	NA	BOLD:AAW8415	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	1004808	Caligus sp. H12_G1_Hmca14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNC72923-20	KY990982	12470029	NA	KY990982	Mined from GenBank, NCBI	NA	BOLD:AAW8415	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	1004820	Caligus sp. H29_G1_Phca7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNC72950-20	KY990955	12470056	NA	KY990955	Mined from GenBank, NCBI	NA	BOLD:AAW8415	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	1004847	Caligus sp. H58_G2_Tmca30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNC72959-20	KY990946	12470069	NA	KY990946	Mined from GenBank, NCBI	NA	BOLD:AAW8415	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	1004856	Caligus sp. H6_G2_Hmca7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNC72961-20	KY990944	12470073	NA	KY990944	Mined from GenBank, NCBI	NA	BOLD:AAW8415	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	1004858	Caligus sp. H49_G1_Tmca12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNC72967-20	KY990938	12470084	NA	KY990938	Mined from GenBank, NCBI	NA	BOLD:AAW8415	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	1004864	Caligus sp. H62_G1_Apcap35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNC72971-20	KY990934	12470092	NA	KY990934	Mined from GenBank, NCBI	NA	BOLD:AAW8415	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	1004868	Caligus sp. H36_G1_Phca15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMND14124-21	MT795979	12762293	NA	MT795979	Mined from GenBank, NCBI	NA	BOLD:ACH4964	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	667369	Caligus rogercresseyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMND14137-21	MT795992	12762306	NA	MT795992	Mined from GenBank, NCBI	NA	BOLD:ACH4964	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	667369	Caligus rogercresseyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMND14144-21	MT795999	12762313	NA	MT795999	Mined from GenBank, NCBI	NA	BOLD:ACH4964	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	667369	Caligus rogercresseyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMND14155-21	MT796010	12762324	NA	MT796010	Mined from GenBank, NCBI	NA	BOLD:ACH4964	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	667369	Caligus rogercresseyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMND14172-21	MT796027	12762341	NA	MT796027	Mined from GenBank, NCBI	NA	BOLD:ACH4964	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24344	Caligus	667369	Caligus rogercresseyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chile	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBSLY018-08	Yazawa-BsF2	878942	EU288218.1	NA	Mined from GenBank, NCBI	NA	BOLD:AAA1252	20	Arthropoda	979181	Copepoda	393	Siphonostomatoida	24343	Caligidae	NA	NA	24351	Lepeophtheirus	24355	Lepeophtheirus salmonis	NA	NA	NA	NA	(Krøyer, 1837)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPS coordinates are merely approximations	NA	NA	NA	NA	NA	NA	NA	NA	United States	Alaska	Bering Sea	midway between the Aleutians and Kamchatka	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
